,id,latitude,longitude,room_type,price,host_class,distance,reviews
1114,32155468,44.50315,11.35045,Entire home/apt,4.762173934797756,business,1.1864573722994562,0.0
1115,32203093,44.49957,11.34349,Private room,6.907755278982137,business,0.6312824691314527,0.0
1116,32250672,44.48198,11.35882,Entire home/apt,4.9344739331306915,single,1.8271019673555111,1.9459101490553132
1117,32281509,44.4945,11.34591,Entire home/apt,4.605170185988092,multi,0.24087219233342755,1.791759469228055
1118,32283074,44.4945,11.34591,Entire home/apt,5.0106352940962555,multi,0.24087219233342755,1.9459101490553132
1119,32304338,44.51206,11.35746,Entire home/apt,4.330733340286331,single,2.3226935302213634,0.0
1120,32327601,44.48317,11.33894,Entire home/apt,4.0943445622221,multi,1.2353321004354452,1.6094379124341003
1121,32372287,44.51304,11.35616,Entire home/apt,4.0943445622221,multi,2.3704831631248995,1.6094379124341003
1122,32382398,44.49156,11.32849,Entire home/apt,4.867534450455582,single,1.1830754356622633,0.6931471805599453
1123,32398080,44.49444,11.3461,Entire home/apt,4.382026634673881,single,0.2537698042417349,1.3862943611198906
